timestamp,close
2021-05-10,0.00003466
2021-05-11,0.00003042
2021-05-12,0.00001821
2021-05-13,0.00002102
2021-05-14,0.00001840
2021-05-15,0.00001553
2021-05-16,0.00001784
2021-05-17,0.00001651
2021-05-18,0.00001560
2021-05-19,0.00000907
2021-05-20,0.00000964
2021-05-21,0.00000820
2021-05-22,0.00000842
2021-05-23,0.00000809
2021-05-24,0.00001065
2021-05-25,0.00000939
2021-05-26,0.00000949
2021-05-27,0.00000879
2021-05-28,0.00000790
2021-05-29,0.00000789
2021-05-30,0.00000786
2021-05-31,0.00000928
2021-06-01,0.00000882
2021-06-02,0.00000944
2021-06-03,0.00000982
2021-06-04,0.00000879
2021-06-05,0.00000842
2021-06-06,0.00000853
2021-06-07,0.00000774
2021-06-08,0.00000715
2021-06-09,0.00000738
2021-06-10,0.00000684
2021-06-11,0.00000621
2021-06-12,0.00000628
2021-06-13,0.00000685
2021-06-14,0.00000709
2021-06-15,0.00000903
2021-06-16,0.00000831
2021-06-17,0.00000795
2021-06-18,0.00000726
2021-06-19,0.00000762
2021-06-20,0.00000778
2021-06-21,0.00000619
2021-06-22,0.00000633
2021-06-23,0.00000684
2021-06-24,0.00000721
2021-06-25,0.00000707
2021-06-26,0.00000748
2021-06-27,0.00000785
2021-06-28,0.00000808
2021-06-29,0.00000887
2021-06-30,0.00000882
2021-07-01,0.00000832
2021-07-02,0.00000835
2021-07-03,0.00000866
2021-07-04,0.00000873
2021-07-05,0.00000834
2021-07-06,0.00000874
2021-07-07,0.00000855
2021-07-08,0.00000802
2021-07-09,0.00000791
2021-07-10,0.00000767
2021-07-11,0.00000786
2021-07-12,0.00000756
2021-07-13,0.00000711
2021-07-14,0.00000724
2021-07-15,0.00000691
2021-07-16,0.00000662
2021-07-17,0.00000681
2021-07-18,0.00000664
2021-07-19,0.00000619
2021-07-20,0.00000589
2021-07-21,0.00000654
2021-07-22,0.00000646
2021-07-23,0.00000648
2021-07-24,0.00000644
2021-07-25,0.00000636
2021-07-26,0.00000630
2021-07-27,0.00000632
2021-07-28,0.00000618
2021-07-29,0.00000629
2021-07-30,0.00000629
2021-07-31,0.00000625
2021-08-01,0.00000630
2021-08-02,0.00000634
2021-08-03,0.00000618
2021-08-04,0.00000623
2021-08-05,0.00000621
2021-08-06,0.00000630
2021-08-07,0.00000780
2021-08-08,0.00000729
2021-08-09,0.00000762
2021-08-10,0.00000756
2021-08-11,0.00000777
2021-08-12,0.00000765
2021-08-13,0.00000813
2021-08-14,0.00000813
2021-08-15,0.00000855
2021-08-16,0.00000904
2021-08-17,0.00000805
2021-08-18,0.00000802
2021-08-19,0.00000835
2021-08-20,0.00000848
2021-08-21,0.00000814
2021-08-22,0.00000820
2021-08-23,0.00000819
2021-08-24,0.00000748
2021-08-25,0.00000753
2021-08-26,0.00000697
2021-08-27,0.00000747
